COMID,min,max,mean,median
71037058,1658.09997558594,2525.40014648438,2047.58422851562,2048.0509240859
71037075,1739.20007324219,2827.60009765625,2037.26818847656,2020.00960410789
71037191,1737,2856.69995117188,2061.3447265625,2026.02571863897
71037229,1253.80004882812,1742.70007324219,1412.36254882812,1400.51058407411
71037254,1650.30004882812,2507,2045.75805664062,2025.73010893457
71037321,1308.20007324219,2507,1676.70764160156,1620.24244969302
71037334,1557,2965.80004882812,1917.17199707031,1894.69589954506
71037400,1253.80004882812,1817.90002441406,1430.82836914062,1399.93888761284
71037433,1557,2965.80004882812,2045.04248046875,1947.67426777236
71037546,1227.20007324219,1481.09997558594,1312.17041015625,1302.32660484315
71037612,1308.20007324219,1653.70007324219,1405.78796386719,1380.71656033852
71037682,1588.5,2859.19995117188,1966.6044921875,1905.26944475401
71037762,1660.90002441406,2816.90014648438,2064.75537109375,2029.12080886553
71037815,1175.80004882812,1599.70007324219,1351.95751953125,1345.84879815503
71037856,1335.80004882812,2759.5,1862.3818359375,1842.96717924772
71037879,1407.70007324219,2149.30004882812,1646.17236328125,1591.37258723668
71037949,1323.20007324219,1911.70007324219,1517.96142578125,1508.20308512501
71037968,1097.90002441406,1380.09997558594,1189.88488769531,1177.98580906963
71037977,1745.59997558594,3111.80004882812,2234.63500976562,2211.50372603568
71037990,1409.70007324219,2399.40014648438,1701.91650390625,1648.14395715112
71038014,1745.59997558594,3100.60009765625,2211.35498046875,2179.60346943275
71038064,1250,1689.90002441406,1420.17260742188,1401.8685013489
71038127,1698,3399,2482.4521484375,2523.77763965548
71038233,1667.40002441406,2939.30004882812,2033.47912597656,1954.40841475604
71038278,1609.5,3000.80004882812,2135.18139648438,2134.10362607577
71038383,1698,3173.5,2323.51611328125,2338.91742801394
71038637,1755.70007324219,3372.80004882812,2173.69262695312,2137.3784055741
71038722,1667.20007324219,3286.40014648438,2224.55297851562,2200.20823934994
71038826,1755.70007324219,2953,2232.68676757812,2252.10204285464
71038844,1695.70007324219,3120.30004882812,2200.19848632812,2162.47515870565
71038890,1538.30004882812,2948.40014648438,2142.06884765625,2137.30478980675
71038901,1476.59997558594,3025.69995117188,2184.2861328125,2202.98796668919
71038946,1523.30004882812,3117.19995117188,2200.40771484375,2181.42815132963
71038961,1767.09997558594,3604.40014648438,2248.50927734375,2213.87313672533
71039048,1696.40002441406,2961.60009765625,2255.6630859375,2248.97314141675
71039109,1768.90002441406,3005,2300.85888671875,2301.15115681049
71039121,1437,3117.19995117188,2161.26342773438,2181.50331302478
71039250,1395,2539.40014648438,1912.74743652344,1912.55263272008
71039266,1695.70007324219,3117.19995117188,2121.2294921875,2102.45339098375
